restaurant_name,cuisine_type,review_telugu,rating,location
బర్గర్ ప్లేస్,Tandoori,ఫుడ్ సర్వ్ చేయడానికి టైం ఎక్కువ అయినా మటన్ కర్రీ సూపర్.,5,గుంటూరు
సీఫుడ్ పారడైజ్,South Indian,"నిజంగా చెప్పాలి అంటే, మటన్ కర్రీ నాకు చాలా నచ్చింది.",5,విజయవాడ
నూడుల్ వరల్డ్,Biryani,ధర కొంచెం ఎక్కువ కానీ పులిహోర చాలా బాగుంది.,5,విజయవాడ
స్నాక్స్ బార్,Fast Food,పులిహోర రుచి మామూలుగా ఉంది,4,అనంతపూర్
వెజ్ డిలైట్,Tandoori,ఫ్రెష్ గా చేసిన ఉలవచారు చాలా టేస్టీ గా ఉంది.,4,ఖమ్మం
స్నాక్స్ బార్,Fast Food,చపాతీ అసలు బాలేదు.,4,విజయవాడ
గృహిణి వంటలు,Chinese,మటన్ కర్రీ పరవాలేదు ,1,తిరుపతి
సూర్యోదయ టిఫిన్స్,Fast Food,"నిజంగా చెప్పాలి అంటే, ఇడ్లీ నాకు చాలా నచ్చింది.",1,గుంటూరు
స్నాక్స్ బార్,Tandoori,ఇక్కడి ఉలవచారు అసలు సూపర్! మళ్ళీ రావాలనిపించింది.,4,హైదరాబాద్
కబాబ్ స్టేషన్,Biryani,ఫ్రెష్ గా చేసిన గోబీ 65 చాలా టేస్టీ గా ఉంది.,4,విశాఖపట్నం
తందూరి నైట్స్,Biryani,ఫ్రెష్ గా చేసిన మలై కొఫ్తా చాలా టేస్టీ గా ఉంది.,1,తిరుపతి
టీ టైమ్ స్నాక్స్,Fast Food,ఇక్కడి సూప్ అసలు సూపర్! మళ్ళీ రావాలనిపించింది.,5,కాకినాడ
టీ టైమ్ స్నాక్స్,South Indian,స్పైసీ లవర్స్ కి చికెన్ ఫ్రై బెస్ట్ ఆప్షన్.,5,హైదరాబాద్
సీఫుడ్ బే,Biryani,ఫుడ్ సర్వ్ చేయడానికి టైం ఎక్కువ అయినా చికెన్ ఫ్రై సూపర్.,2,ఖమ్మం
కాఫీ హౌస్,Fast Food,స్పైసీ లవర్స్ కి గోబీ 65 బెస్ట్ ఆప్షన్.,4,విశాఖపట్నం
బిరియానీ ప్యాలెస్,Andhra Meals,"నిజంగా చెప్పాలి అంటే, పాయసం నాకు చాలా నచ్చింది.",5,రాజమండ్రి
కబాబ్ హౌస్,Tandoori,ధర కొంచెం ఎక్కువ కానీ చికెన్ ఫ్రై చాలా బాగుంది.,2,హైదరాబాద్
ప్రాతఃకాల భోజనం,North Indian,పిజ్జా అసలు బాలేదు.,4,ఖమ్మం
కాఫీ హౌస్,North Indian,టీ చాలా రుచిగా ఉంది. తప్పక ప్రయత్నించండి!,2,కరీంనగర్
స్నాక్ బాక్స్,Biryani,ఇక్కడి గోబీ 65 అసలు సూపర్! మళ్ళీ రావాలనిపించింది.,1,తిరుపతి
క్విక్ బర్గర్,Fast Food,కాఫీ పరవాలేదు ,4,విజయవాడ
స్నాక్స్ వరల్డ్,Fast Food,ఫ్రెష్ గా చేసిన మటన్ కర్రీ చాలా టేస్టీ గా ఉంది.,2,విజయవాడ
వెజ్ డిలైట్,Andhra Meals,నూడుల్స్ కొంచెం కూడా బాగోలేదు.,4,వరంగల్
తందూరి నైట్స్,Tandoori,పిజ్జా రుచి మరచిపోలేనిది.,5,హైదరాబాద్
సౌత్ ఇండియన్ కైచెన్,Fast Food,మటన్ కర్రీ క్వాలిటీ అద్భుతం!,4,అనంతపూర్
బర్గర్ కింగ్,Fast Food,ఇక్కడి గోంగూర పచ్చడి అసలు సూపర్! మళ్ళీ రావాలనిపించింది.,2,హైదరాబాద్
నూడుల్స్ షాప్,Tandoori,చికెన్ ఫ్రై చాలా రుచిగా ఉంది. తప్పక ప్రయత్నించండి!,5,కరీంనగర్
పరదైస్ రెస్టారెంట్,Fast Food,బిర్యాని క్వాలిటీ అద్భుతం!,2,కాకినాడ
దేశీ దాబా,Tandoori,ఫ్రెష్ గా చేసిన పులిహోర చాలా టేస్టీ గా ఉంది.,4,రాజమండ్రి
స్నాక్ బాక్స్,Biryani,బిర్యాని క్వాలిటీ అద్భుతం!,1,ఖమ్మం
బరోక్రాఫ్ట్,Biryani,బిర్యాని క్వాలిటీ అద్భుతం!,5,గుంటూరు
మసాలా మేజిక్,Chinese,కాఫీ అసలు బాలేదు.,5,రాజమండ్రి
గోల్డెన్ ప్యాలెస్,Fast Food,స్పైసీ లవర్స్ కి పూరీ బెస్ట్ ఆప్షన్.,3,హైదరాబాద్
సీఫుడ్ బే,Fast Food,నూడుల్స్ అసలు బాలేదు.,5,రాజమండ్రి
స్వీట్ లాండ్,Tandoori,స్పైసీ లవర్స్ కి బర్గర్ బెస్ట్ ఆప్షన్.,4,ఖమ్మం
సముద్ర స్వాద్,Andhra Meals,ఫ్రెష్ గా చేసిన దోసె చాలా టేస్టీ గా ఉంది.,1,గుంటూరు
కబాబ్ కార్నర్,South Indian,చికెన్ ఫ్రై అద్భుతం. ఖచ్చితంగా రికమెండ్ చేస్తాను!,2,కరీంనగర్
నూడుల్ వరల్డ్,Andhra Meals,పకోడీ కొంచెం కూడా బాగోలేదు.,4,కరీంనగర్
సూర్యోదయ టిఫిన్స్,Andhra Meals,బిర్యాని క్వాలిటీ అద్భుతం!,4,రాజమండ్రి
బర్గర్ స్ట్రీట్,South Indian,ఫుడ్ సర్వ్ చేయడానికి టైం ఎక్కువ అయినా గోబీ 65 సూపర్.,4,గుంటూరు
చికెన్ హట్,North Indian,బిర్యాని రుచి మామూలుగా ఉంది,3,విజయవాడ
చైనా టౌన్,Andhra Meals,గోబీ 65 రుచి మరచిపోలేనిది.,5,నెల్లూరు
ఫాస్ట్ ఫుడ్ జంక్షన్,Fast Food,ఫుడ్ సర్వ్ చేయడానికి టైం ఎక్కువ అయినా పకోడీ సూపర్.,4,విశాఖపట్నం
బ్రేక్‌ఫాస్ట్ క్లబ్,South Indian,పొంగల్ క్వాలిటీ అద్భుతం!,4,రాజమండ్రి
పిజ్జా వరల్డ్,South Indian,పిజ్జా చాలా రుచిగా ఉంది. తప్పక ప్రయత్నించండి!,1,హైదరాబాద్
మసాలా కిచెన్,Biryani,ఫ్రెష్ గా చేసిన ఉలవచారు చాలా టేస్టీ గా ఉంది.,1,తిరుపతి
సౌత్ ఇండియా కాఫీ హౌస్,North Indian,ధర కొంచెం ఎక్కువ కానీ పూరీ చాలా బాగుంది.,2,నెల్లూరు
గోల్డెన్ ప్యాలెస్,Biryani,పాయసం పరవాలేదు ,4,తిరుపతి
టిఫిన్ సెంటర్,Andhra Meals,పొంగల్ అసలు బాలేదు.,1,రాజమండ్రి
